Name,Rank,Industry,Headquarters_State,Revenues,year
Long Island Lighting Company,402,Utilities: Gas and Electric,NY,"307,510",1996
"Staples, Inc.",404,Specialty Retailers,MA,"306,810",1996
"Applied Materials, Inc.",405,"Electronics, Electrical Equip.",CA,"306,190",1996
Yellow Corporation,406,Trucking,KS,"305,660",1996
Florida Progress Corporation,407,Utilities: Gas and Electric,FL,"305,560",1996
GEICO Corporation,408,Insurance: Property and Casualty (Stock),DC,"305,400",1996
Hormel Foods Corporation,409,Food,MN,"304,620",1996
Maytag Corporation,410,"Electronics, Electrical Equip.",IA,"303,950",1996
CINergy Corp.,411,Utilities: Gas and Electric,OH,"303,140",1996
Valero Energy Corporation,412,Petroleum Refining,TX,"301,980",1996
The Progressive Corporation,415,Commercial Banks,MO,"299,610",1996
Carolina Power & Light Company,414,Utilities: Gas and Electric,NC,"300,660",1996
"Owens & Minor, Inc.",416,Wholesalers,VA,"297,650",1996
Oracle Corporation,417,Computer And Data Services,CA,"296,690",1996
"Diamond Shamrock, Inc.",418,Petroleum Refining,TX,"295,670",1996
"Micron Technology, Inc.",419,"Electronics, Electrical Equip.",ID,"295,270",1996
Whitman Corporation,420,Beverages,IL,"294,650",1996
"Mercantile Stores Company, Inc.",421,General Merchandisers,OH,"294,430",1996
"MicroAge, Inc.",422,Wholesalers,AZ,"294,110",1996
"The McGraw-Hill Companies, Inc.",423,"Publishing, Printing",NY,"293,530",1996
Baltimore Gas & Electric Company,424,Utilities: Gas and Electric,MD,"293,480",1996
York International Corporation,425,Industrial and Farm Equipment,PA,"292,990",1996
Kerr-McGee Corporation,431,"Engineering, Construction",NE,"290,200",1996
"Alumax, Inc.",427,Metals,GA,"292,610",1996
The Pittston Company,428,"Mail, Package, and Freight Delivery",CT,"292,610",1996
"U.S. Industries, Inc.",429,Metal Products,NJ,"290,840",1996
"Reliance Group Holdings ,Inc.",430,Insurance: Property and Casualty (Stock),NY,"290,600",1996
The Est_e Lauder Companies Inc.,432,"Soaps, Cosmetics",NY,"289,910",1996
U.S. Bancorp,433,Commercial Banks,OR,"289,730",1996
"American President Companies, Ltd.",434,Marine services,CA,"289,600",1996
"Flagstar Companies, Inc.",435,Food Services,SC,"289,380",1996
"Automatic Data Processing, Inc.",436,Computer And Data Services,NJ,"289,370",1996
Nash Finch Company,437,Wholesalers,MN,"288,880",1996
Southwest Airlines Co.,438,Airlines,TX,"287,280",1996
"Shaw Industries, Inc.",439,Textiles,GA,"286,980",1996
"Bruno's, Inc.",440,Food and Drug Stores,AL,"286,960",1996
CoreStates Financial Corporation,441,Commercial Banks,PA,"286,800",1996
Tribune Company,442,"Publishing, Printing",IL,"286,360",1996
NorAm Energy Corp.,443,Pipelines,TX,"286,210",1996
"Conseco, Inc.",444,"Insurance: Life, Health (stock)",IN,"286,070",1996
Republic New York Corporation,445,Commercial Banks,NY,"285,960",1996
"Hasbro, Inc.",446,"Toys, Sporting Goods",RI,"285,820",1996
"The Williams Companies, Inc.",447,Pipelines,OK,"285,570",1996
"Fleetwood Enterprises, Inc.",448,Forest and Paper Products,CA,"285,570",1996
Louisiana-Pacific Corporation,449,Forest and Paper Products,OR,"284,320",1996
Engelhard Corporation,450,Chemicals,NJ,"284,010",1996
CompUSA Inc.,451,Specialty Retailers,TX,"281,310",1996
UtiliCorp United Inc.,452,Utilities: Gas and Electric,MO,"279,850",1996
Aid Association for Lutherans,453,"Insurance: Life, Health (Mutual)",WI,"279,580",1996
"Graybar Electric Company, Inc.",454,Wholesalers,MO,"277,440",1996
The Caldor Corp.,455,General Merchandisers,CT,"276,450",1996
"Knight-Ridder, Inc.",456,"Publishing, Printing",FL,"275,180",1996
Manville Corporation,457,"Building Materials, Glass",CO,"273,380",1996
"Health Systems International, Inc.",458,Health Care,CA,"273,210",1996
"Echlin, Inc.",459,Motor Vehicles and Parts,CT,"271,790",1996
Ultramar Corporation,460,Petroleum Refining,CT,"271,440",1996
"Becton, Dickinson and Company",461,"Scientific,Photographic and Control Equipment",NJ,"271,250",1996
Sonoco Products Company,462,Forest and Paper Products,SC,"270,620",1996
"Kelly Services, Inc.",463,Temporary Help,MI,"268,980",1996
"Payless Cashways, Inc.",464,Specialty Retailers,MO,"268,570",1996
"SCI Systems, Inc.",465,"Computers, Office Equipment",AL,"267,380",1996
PP&L Resources,466,Utilities: Gas and Electric,PA,"265,000",1996
"Allegheny Power System, Inc.",467,Utilities: Gas and Electric,NY,"264,780",1996
Longs Drug Stores Corporation,468,Food and Drug Stores,CA,"264,440",1996
"Baker Hughes, Incorporated",469,Industrial and Farm Equipment,TX,"263,750",1996
"The Columbia Gas System, Inc.",470,Utilities: Gas and Electric,DE,"263,520",1996
"Armstrong World Industries, Inc.",471,"Building Materials, Glass",PA,"263,510",1996
Dean Foods Company,472,Food,IL,"263,020",1996
The Stanley Works,473,Metal Products,CT,"262,430",1996
Computer Associates International,474,Computer And Data Services,NY,"262,300",1996
Ball Corporation,475,Metal Products,IN,"259,170",1996
Northern States Power Company,476,Utilities: Gas and Electric,MN,"256,860",1996
Hannaford Bros. Company,477,Food and Drug Stores,ME,"256,810",1996
"Teledyne, Inc.",478,"Electronics, Electrical Equip.",CA,"256,780",1996
MBNA Corporation,479,Commercial Banks,DE,"256,540",1996
"Maxxam, Inc.",480,Metals,TX,"256,520",1996
"Provident Companies, Inc.",490,Wholesalers,WI,"248,820",1996
"Caliber Systems, Inc.",482,Trucking,OH,"254,760",1996
"OfficeMax, Inc.",483,Specialty Retailers,OH,"254,250",1996
Morrison Knudsen Corporation,484,"Engineering, Construction",ID,"253,090",1996
The Olsten Corporation,485,Temporary Help,NY,"251,890",1996
Centerior Energy Corporation,486,Utilities: Gas and Electric,OH,"251,550",1996
"Spartan Stores, Inc.",487,Food and Drug Stores,MI,"251,240",1996
Newell Company,488,Metal Products,IL,"249,840",1996
Pennzoil Company,489,Petroleum Refining,TX,"249,000",1996
Golden West Financial Corporation,491,Savings Institutions,CA,"247,000",1996
"AST Research, Inc.",492,"Computers, Office Equipment",CA,"246,780",1996
Ohio Edison Company,493,Utilities: Gas and Electric,OH,"246,580",1996
Foundation Health Corporation,494,Health Care,CA,"245,990",1996
State Street Boston Corporation,495,Commercial Banks,MA,"244,570",1996
USG Corporation,496,"Building Materials, Glass",IL,"244,400",1996
Cotter & Co.,497,Specialty Retailers,IL,"243,700",1996
Ace Hardware Corporation,498,Wholesalers,IL,"243,600",1996
General Instrument Corporation,499,"Electronics, Electrical Equip.",IL,"243,200",1996
"Advanced Micro Devices, Inc.",500,"Electronics, Electrical Equip.",CA,"242,970",1996
"Hercules, Incorporated",501,Chemicals,DE,"242,720",1996
Varity Corporation,502,Motor Vehicles and Parts,NY,"241,910",1996
The New York Times Company,503,"Publishing, Printing",NY,"240,940",1996
The B.F. Goodrich Company,504,Aerospace,OH,"240,860",1996
Phoenix Home Life Mutual Insurance,505,"Insurance: Life, Health (Mutual)",CT,"240,700",1996
"Fruit of the Loom, Inc.",506,Apparel,IL,"240,310",1996
Beneficial Corporation,507,Diversified Financials,DE,"239,820",1996
The Grand Union Company,508,Food and Drug Stores,NJ,"239,170",1996
National Semiconductor Corporation,509,"Electronics, Electrical Equip.",CA,"237,940",1996
Pacific Enterprises,510,Utilities: Gas and Electric,CA,"237,700",1996
Caremark International Inc.,511,Health Care,IL,"237,430",1996
Witco Corporation,512,Chemicals,CT,"237,350",1996
Great Lakes Chemical Corporation,513,Chemicals,IN,"236,110",1996
"Rubbermaid, Inc.",514,Rubber and Plastic Products,OH,"234,420",1996
Erie Insurance Group,630,Food Services,OH,"189,710",1996
Lutheran Brotherhood,516,"Insurance: Life, Health (Mutual)",MN,"233,310",1996
"Vencor, Inc.",517,Health Care,KY,"232,400",1996
The Mutual Life Insurance Co. of N.Y.,518,"Insurance: Life, Health (Mutual)",NY,"231,560",1996
"Trinity Industries, Inc.",519,Transportation Equipment,TX,"231,490",1996
International Multifoods Corporation,520,Wholesalers,MN,"229,510",1996
"Roadway Express, Inc.",521,Trucking,OH,"228,880",1996
"Tandem Computers, Inc.",522,"Computers, Office Equipment",CA,"228,500",1996
"Dow Jones & Company, Inc.",523,"Publishing, Printing",NY,"228,380",1996
New England Electric System,524,Utilities: Gas and Electric,MA,"227,170",1996
"Omnicom Group, Inc.",525,"Advertising, marketing",NY,"225,750",1996
AK Steel Holding Corporation,526,Metals,OH,"225,730",1996
Hechinger Company,527,Specialty Retailers,MD,"225,560",1996
"Harnischfeger Industries, Inc.",528,Industrial and Farm Equipment,WI,"225,360",1996
"Comdisco, Inc.",529,Computer And Data Services,IL,"224,000",1996
Airborne Freight Corporation,530,"Mail, Package, and Freight Delivery",WA,"223,940",1996
Polaroid Corporation,531,"Scientific,Photographic and Control Equipment",MA,"223,690",1996
"Springs Industries, Inc.",532,Textiles,SC,"223,310",1996
The Timken Company,533,Industrial and Farm Equipment,OH,"223,050",1996
"Silicon Graphics, Inc.",534,"Computers, Office Equipment",CA,"222,830",1996
"Western Atlas, Inc.",535,Industrial and Farm Equipment,CA,"222,580",1996
Mallinckrodt Group Inc.,536,Pharmaceuticals,MO,"221,210",1996
New England Mutual Life Insurance,537,"Insurance: Life, Health (Mutual)",MA,"220,960",1996
"Burlington Industries, Inc.",538,Textiles,NC,"220,920",1996
Thermo Electron Corporation,539,"Scientific,Photographic and Control Equipment",MA,"220,740",1996
"NACCO Industries, Inc.",540,Industrial and Farm Equipment,OH,"220,450",1996
InaCom Corp.,541,Wholesalers,NE,"220,030",1996
Anixter International Inc.,542,Wholesalers,IL,"219,500",1996
Ogden Corporation,543,Waste Management,NY,"218,500",1996
"The Interpublic Group of Companies, Inc.",544,"Advertising, marketing",NY,"217,970",1996
"Lexmark International Group, Inc.",546,Wholesalers,CA,"215,570",1996
Frontier Corporation,547,Telecommunications,NY,"214,370",1996
First of America Bank Corporation,548,Commercial Banks,MI,"214,260",1996
Western Digital Corporation,549,"Computers, Office Equipment",CA,"213,090",1996
AGCO Corporation,550,Industrial and Farm Equipment,GA,"212,500",1996
"Ames Department Stores, Inc.",551,General Merchandisers,CT,"212,080",1996
Commercial Metals Company,552,Metals,TX,"211,680",1996
Public Service Co. of Colorado,553,Utilities: Gas and Electric,CO,"211,060",1996
"Fingerhut Companies, Inc.",554,General Merchandisers,MN,"211,000",1996
ReliaStar Financial Corp.,555,"Insurance: Life, Health (stock)",MN,"209,040",1996
Detroit Diesel Corporation,556,Industrial and Farm Equipment,MI,"208,710",1996
Agway,557,Food,NY,"208,290",1996
"Liz Claiborne, Inc.",558,Apparel,NY,"208,160",1996
"EG&G, Inc.",559,"Scientific,Photographic and Control Equipment",MA,"207,940",1996
"Duracell International, Inc.",560,"Electronics, Electrical Equip.",CT,"207,900",1996
"TLC/Beatrice International Holdings, Inc.",561,Wholesalers,NY,"207,260",1996
Ruddick Corporation,562,Food and Drug Stores,NC,"207,080",1996
PHH Corporation,563,zMiscellaneous,MD,"207,060",1996
Torchmark Corporation,564,"Insurance: Life, Health (stock)",AL,"206,750",1996
Solectron Corporation,565,"Electronics, Electrical Equip.",CA,"206,560",1996
"Leggett & Platt, Inc.",566,Furniture,MO,"205,930",1996
Connecticut Mutual Life Insurance,567,"Insurance: Life, Health (Mutual)",CT,"205,190",1996
Pulte Corporation,568,"Engineering, Construction",MI,"205,010",1996
"Novell, Inc.",569,Computer And Data Services,UT,"204,120",1996
General Signal Corporation,570,"Electronics, Electrical Equip.",CT,"201,230",1996
New York State Electric & Gas Corporation,571,Utilities: Gas and Electric,NY,"200,950",1996
Union Electric Company,572,Utilities: Gas and Electric,MO,"200,350",1996
"Bowater, Incorporated",573,Forest and Paper Products,SC,"200,110",1996
Federal-Mogul Corporation,574,Motor Vehicles and Parts,MI,"199,590",1996
"Valhi, Inc.",575,Chemicals,TX,"199,430",1996
Sonat Inc.,576,Pipelines,AL,"199,010",1996
The Clorox Company,577,"Soaps, Cosmetics",CA,"198,420",1996
"Cisco Systems,Inc.",578,"Computers, Office Equipment",CA,"197,890",1996
Barnes & Noble Inc.,579,Specialty Retailers,NY,"197,690",1996
General American Life Insurance,580,"Insurance: Life, Health (Mutual)",MO,"197,690",1996
Specialty Foods Acquisition Corporation,581,Food,IL,"197,500",1996
"National Service Industries, Inc.",582,"Electronics, Electrical Equip.",GA,"197,060",1996
"Arvin Industries, Inc.",583,Motor Vehicles and Parts,IN,"196,640",1996
"Armco, Inc.",584,Metals,PA,"196,000",1996
M.A. Hanna Company,585,Rubber and Plastic Products,OH,"195,740",1996
"Amgen, Inc.",586,Pharmaceuticals,CA,"193,990",1996
"Bausch & Lomb, Inc.",587,"Scientific,Photographic and Control Equipment",NY,"193,290",1996
Enserch Corporation,588,Pipelines,TX,"193,120",1996
Storage Technology Corporation,589,"Computers, Office Equipment",CO,"192,950",1996
"Venture Stores, Inc.",590,General Merchandisers,MO,"192,880",1996
"DIMON, Inc.",592,General Merchandisers,WI,"192,570",1996
"IMC Global, Inc.",593,Chemicals,IL,"192,400",1996
EMC Corporation,594,"Computers, Office Equipment",MA,"192,130",1996
Federal Paper Board,595,Forest and Paper Products,NJ,"191,310",1996
Univar Corporation,596,Wholesalers,WA,"191,270",1996
Hills Stores Company,597,Food and Drug Stores,MA,"190,010",1996
Enova Corp.,598,Utilities: Gas and Electric,CA,"189,470",1996
Trinova Corporation,599,Industrial and Farm Equipment,OH,"188,400",1996
American Greetings Corporation,600,"Publishing, Printing",OH,"187,840",1996
Potomac Electric Power Company,601,Utilities: Gas and Electric,DC,"187,610",1996
"TIG Holdings, Inc.",602,Insurance: Property and Casualty (Stock),NY,"187,560",1996
"Value Health, Inc.",603,Health Care,CT,"186,850",1996
Borg-Warner Security Corporation,604,zMiscellaneous,IL,"186,250",1996
"McCormick & Company, Incorporated",605,Food,MD,"185,870",1996
Deluxe Corporation,606,"Publishing, Printing",MN,"185,800",1996
CBI Industries,607,Chemicals,IL,"185,310",1996
OrNda HealthCorp,608,Health Care,TN,"184,270",1996
Cabot Corporation,609,Chemicals,MA,"184,090",1996
Southern New England Telecommunications,610,Telecommunications,CT,"183,850",1996
"Freeport-McMoran Copper & Gold, Inc.",611,"Mining, Crude-Oil Production",LA,"183,430",1996
"Certified Grocers of Calif, Ltd.",612,Wholesalers,CA,"182,280",1996
"AutoZone, Inc.",613,Specialty Retailers,TN,"180,810",1996
American Re Corporation,614,Insurance: Property and Casualty (Stock),NJ,"179,730",1996
"Bradlees, Inc.",615,General Merchandisers,MA,"179,480",1996
"Harley-Davidson, Inc.",616,Transportation Equipment,WI,"179,440",1996
Alleghany Corporation,617,Insurance: Property and Casualty (Stock),NY,"178,480",1996
Crane Company,618,Industrial and Farm Equipment,CT,"178,230",1996
Northern Trust Corporation,632,Food Services,OH,"174,630",1996
"Varian Associates, Inc.",620,"Scientific,Photographic and Control Equipment",CA,"178,080",1996
The Charles Schwab Corporation,621,X Brokerage,CA,"177,710",1996
Auto-Owners Insurance Company,622,Insurance: Property and Casualty (Mutual),MI,"177,690",1996
Southern National Corporation,623,Commercial Banks,NC,"177,450",1996
"GenCorp, Inc.",624,Motor Vehicles and Parts,OH,"177,150",1996
Wisconsin Energy Corporation,625,Utilities: Gas and Electric,WI,"177,050",1996
W.M. Wrigley Jr. Company,626,Food,IL,"176,970",1996
"Oxford Health Plans, Inc.",627,Health Care,CT,"176,540",1996
Dollar General Corporation,628,General Merchandisers,TN,"176,420",1996
Tecumseh Products Company,629,Industrial and Farm Equipment,MI,"175,840",1996
United Stationers Inc.,630,Wholesalers,IL,"175,150",1996
"Borders Group, Inc.",631,Specialty Retailers,MI,"174,900",1996
"Medtronic, Inc.",647,"Hotels, Casinos, Resorts",TN,"168,290",1996
Firstar Corporation,634,Commercial Banks,WI,"174,000",1996
USLIFE Corporation,635,"Insurance: Life, Health (stock)",NY,"173,960",1996
MidAmerican Energy Company,636,Utilities: Gas and Electric,IA,"173,100",1996
Jacobs Engineering Group Inc.,637,"Engineering, Construction",CA,"172,310",1996
Musicland Stores Corporation,638,Specialty Retailers,MN,"172,260",1996
"NIPSCO Industries, Inc.",639,Utilities: Gas and Electric,IN,"172,230",1996
The Washington Post Company,640,"Publishing, Printing",DC,"171,940",1996
Murphy Oil Corporation,641,Petroleum Refining,AR,"171,120",1996
"Huntington Bancshares, Inc.",642,Commercial Banks,OH,"171,030",1996
Old Republic International Corporation,643,Insurance: Property and Casualty (Stock),IL,"169,580",1996
SouthTrust Corporation,644,Commercial Banks,AL,"169,330",1996
The Minnesota Mutual Life Insurance Company,645,"Insurance: Life, Health (Mutual)",MN,"169,330",1996
"Gold Kist, Inc.",646,Food,GA,"168,850",1996
"MascoTech, Inc.",648,Metal Products,MI,"167,820",1996
Adolph Coors Company,649,Beverages,CO,"167,540",1996
John Alden Financial Corp.,650,"Insurance: Life, Health (stock)",FL,"167,100",1996
Pinnacle West Capital Corporation,651,Utilities: Gas and Electric,AZ,"166,980",1996
The Lubrizol Corporation,652,Chemicals,OH,"166,360",1996
"Equifax, Inc.",653,Computer And Data Services,GA,"166,300",1996
First Colony Corp.,654,"Insurance: Life, Health (stock)",VA,"165,840",1996
Cincinnati Financial Corporation,655,Insurance: Property and Casualty (Stock),OH,"165,570",1996
Service Corporation International,656,zMiscellaneous,TX,"165,210",1996
WestPoint Stevens Inc.,657,Textiles,GA,"164,990",1996
Hilton Hotels Corporation,658,"Hotels, Casinos, Resorts",CA,"164,940",1996
"Cincinnati Milacron, Inc.",659,Industrial and Farm Equipment,OH,"164,930",1996
"Mohawk Industries, Inc.",660,Textiles,GA,"164,860",1996
Weis Markets,661,Food and Drug Stores,PA,"164,640",1996
Sentry Insurance Group,662,Insurance: Property and Casualty (Mutual),WI,"164,400",1996
